Deduped.author.names,Author.Keywords
"Iserhardt-Bauer, S.",video generation
"Hastreiter, P.",Medical visualization
"Hastreiter, P.",segmentation
"Hastreiter, P.",automatic web service
"Hastreiter, P.",video generation
"Ertl, T.",Medical visualization
"Ertl, T.",segmentation
"Ertl, T.",automatic web service
"Ertl, T.",video generation
"Eberhardt, K.",Medical visualization
"Eberhardt, K.",segmentation
"Eberhardt, K.",automatic web service
"Eberhardt, K.",video generation
"Tomandl, B.",Medical visualization
"Tomandl, B.",segmentation
"Tomandl, B.",automatic web service
"Tomandl, B.",video generation
Zhaohua Ding,neuronal fiber pathway
Zhaohua Ding,diffusion tensor imaging
"Gore, J.C.",neuronal fiber pathway
"Gore, J.C.",diffusion tensor imaging
"Anderson, A.W.",neuronal fiber pathway
"Anderson, A.W.",diffusion tensor imaging
"Crossno, P.",visual debugging
"Crossno, P.",hardware modeling
"Crossno, P.",design analysis
"Crossno, P.",performance optimization
"Haynes, R.",visual debugging
"Haynes, R.",hardware modeling
"Haynes, R.",design analysis
"Haynes, R.",performance optimization
"Wei, X.",visual debugging
"Wei, X.",hardware modeling
"Wei, X.",design analysis
"Wei, X.",performance optimization
"Kaufman, A.",visual debugging
"Kaufman, A.",hardware modeling
"Kaufman, A.",design analysis
"Kaufman, A.",performance optimization
"Hallman, T.J.",visual debugging
"Hallman, T.J.",hardware modeling
"Hallman, T.J.",design analysis
"Hallman, T.J.",performance optimization
"Kraus, M.",cell-projection
"Kraus, M.",direct volume rendering
"Kraus, M.",tetrahedral meshes
"Kraus, M.",unstructured meshes
"Kraus, M.",visibility cycles
"Kraus, M.",visibility ordering
"Kraus, M.",visibility sorting
"Kraus, M.",volume visualization
"Ertl, T.",cell-projection
"Ertl, T.",direct volume rendering
"Ertl, T.",tetrahedral meshes
"Ertl, T.",unstructured meshes
"Ertl, T.",visibility cycles
"Ertl, T.",visibility ordering
"Ertl, T.",visibility sorting
"Ertl, T.",volume visualization
"de Leeuw, W.",feature tracking
"de Leeuw, W.",multidimensional visualization
"de Leeuw, W.",biomedical imaging
"van Liere, R.",feature tracking
"van Liere, R.",multidimensional visualization
"van Liere, R.",biomedical imaging
"Levy, B.",Volume Rendering
"Levy, B.",Iso-Surfaces
"Levy, B.",Unstructured Grids
"Levy, B.",Combinatorial Topology
"Caumon, G.",Volume Rendering
"Caumon, G.",Iso-Surfaces
"Caumon, G.",Unstructured Grids
"Caumon, G.",Combinatorial Topology
"Conreaux, S.",Volume Rendering
"Conreaux, S.",Iso-Surfaces
"Conreaux, S.",Unstructured Grids
"Conreaux, S.",Combinatorial Topology
"Cavin, X.",Volume Rendering
"Cavin, X.",Iso-Surfaces
"Cavin, X.",Unstructured Grids
"Cavin, X.",Combinatorial Topology
"Ho, J.",compression algorithms
Kuang-Chih Lee,compression algorithms
"Kriegman, D.",compression algorithms
"Kanitsar, A.",Computed Tomography Angiography (CTA)
"Kanitsar, A.",semi automatic segmentation
"Kanitsar, A.",optimal path computation
"Fleischmann, D.",Computed Tomography Angiography (CTA)
"Fleischmann, D.",semi automatic segmentation
"Fleischmann, D.",optimal path computation
"Wegenkittl, R.",Computed Tomography Angiography (CTA)
"Wegenkittl, R.",semi automatic segmentation
"Wegenkittl, R.",optimal path computation
"Sandner, D.",Computed Tomography Angiography (CTA)
"Sandner, D.",semi automatic segmentation
"Sandner, D.",optimal path computation
"Felkel, P.",Computed Tomography Angiography (CTA)
"Felkel, P.",semi automatic segmentation
"Felkel, P.",optimal path computation
"Groller, E.",Computed Tomography Angiography (CTA)
"Groller, E.",semi automatic segmentation
"Groller, E.",optimal path computation
"Isenburg, M.",Natural embedding
"Isenburg, M.",mesh connectivity
"Isenburg, M.",implicit geometry
"Isenburg, M.",polygon meshes
"Isenburg, M.",shape compression
"Gumhold, S.",Natural embedding
"Gumhold, S.",mesh connectivity
"Gumhold, S.",implicit geometry
"Gumhold, S.",polygon meshes
"Gumhold, S.",shape compression
"Gotsman, C.",Natural embedding
"Gotsman, C.",mesh connectivity
"Gotsman, C.",implicit geometry
"Gotsman, C.",polygon meshes
"Gotsman, C.",shape compression
"Tricoche, X.",vector field topology
"Tricoche, X.",flow visualization
"Tricoche, X.",unstructured grid
"Tricoche, X.",simplification
"Scheuermann, G.",vector field topology
"Scheuermann, G.",flow visualization
"Scheuermann, G.",unstructured grid
"Scheuermann, G.",simplification
"Hagen, H.",vector field topology
"Hagen, H.",flow visualization
"Hagen, H.",unstructured grid
"Hagen, H.",simplification
"Wan, M.",Distance fields
"Wan, M.",path planning
"Wan, M.",centerline
"Wan, M.",camera control
"Wan, M.",virtual navigation
"Wan, M.",volumetric environment
"Wan, M.",physically based modeling
"Wan, M.",virtual colonoscopy
"Dachille, F.",Distance fields
"Dachille, F.",path planning
"Dachille, F.",centerline
"Dachille, F.",camera control
"Dachille, F.",virtual navigation
"Dachille, F.",volumetric environment
"Dachille, F.",physically based modeling
"Dachille, F.",virtual colonoscopy
"Kaufman, A.",Distance fields
"Kaufman, A.",path planning
"Kaufman, A.",centerline
"Kaufman, A.",camera control
"Kaufman, A.",virtual navigation
"Kaufman, A.",volumetric environment
"Kaufman, A.",physically based modeling
"Kaufman, A.",virtual colonoscopy
"Jaynes, C.",Large-scale display
"Jaynes, C.",shadow removal
"Jaynes, C.",immersive media
"Jaynes, C.",calibration
"Webb, S.",Large-scale display
"Webb, S.",shadow removal
"Webb, S.",immersive media
"Webb, S.",calibration
"Steele, R.M.",Large-scale display
"Steele, R.M.",shadow removal
"Steele, R.M.",immersive media
"Steele, R.M.",calibration
"Brown, M.S.",Large-scale display
"Brown, M.S.",shadow removal
"Brown, M.S.",immersive media
"Brown, M.S.",calibration
"Seales, W.B.",Large-scale display
"Seales, W.B.",shadow removal
"Seales, W.B.",immersive media
"Seales, W.B.",calibration
"Shaffer, E.",surface simplification
"Shaffer, E.",massive meshes
"Shaffer, E.",quadric error metric
"Shaffer, E.",recursive partitioning
"Shaffer, E.",out-of-core simplification
"Garland, M.",surface simplification
"Garland, M.",massive meshes
"Garland, M.",quadric error metric
"Garland, M.",recursive partitioning
"Garland, M.",out-of-core simplification
"van Wijk, J.J.",Contours
"van Wijk, J.J.",mapping
"van Wijk, J.J.",height fields
"van Wijk, J.J.",multivariate visualization
"van Wijk, J.J.",flow visualization
"Telea, A.",Contours
"Telea, A.",mapping
"Telea, A.",height fields
"Telea, A.",multivariate visualization
"Telea, A.",flow visualization
"Zwicker, M.",Volume Rendering
"Zwicker, M.",Splatting
"Zwicker, M.",Antialiasing
"Pfister, H.",Volume Rendering
"Pfister, H.",Splatting
"Pfister, H.",Antialiasing
"van Baar, J.",Volume Rendering
"van Baar, J.",Splatting
"van Baar, J.",Antialiasing
"Gross, M.",Volume Rendering
"Gross, M.",Splatting
"Gross, M.",Antialiasing
"Pekar, V.",Volume data visualization
"Pekar, V.",surface rendering
"Pekar, V.",volume rendering
"Pekar, V.",isosurfaces
"Pekar, V.",divergence theorem
"Wiemker, R.",Volume data visualization
"Wiemker, R.",surface rendering
"Wiemker, R.",volume rendering
"Wiemker, R.",isosurfaces
"Wiemker, R.",divergence theorem
"Hempel, D.",Volume data visualization
"Hempel, D.",surface rendering
"Hempel, D.",volume rendering
"Hempel, D.",isosurfaces
"Hempel, D.",divergence theorem
"Gavriliu, M.",Volume data visualization
"Gavriliu, M.",surface rendering
"Gavriliu, M.",volume rendering
"Gavriliu, M.",isosurfaces
"Gavriliu, M.",divergence theorem
"Carranza, J.",Volume data visualization
"Carranza, J.",surface rendering
"Carranza, J.",volume rendering
"Carranza, J.",isosurfaces
"Carranza, J.",divergence theorem
"Breen, D.",Volume data visualization
"Breen, D.",surface rendering
"Breen, D.",volume rendering
"Breen, D.",isosurfaces
"Breen, D.",divergence theorem
"Barr, A.",Volume data visualization
"Barr, A.",surface rendering
"Barr, A.",volume rendering
"Barr, A.",isosurfaces
"Barr, A.",divergence theorem
"Litke, N.",Animation
"Litke, N.",CAD
"Litke, N.",Curves & Surfaces
"Litke, N.",Geometric Modeling
"Litke, N.",Digital Geometry Processing
"Litke, N.",Subdivision Schemes
"Litke, N.",Approximation
"Litke, N.",Quasi-Interpolation
"Litke, N.",Catmull-Clark
"Levin, A.",Animation
"Levin, A.",CAD
"Levin, A.",Curves & Surfaces
"Levin, A.",Geometric Modeling
"Levin, A.",Digital Geometry Processing
"Levin, A.",Subdivision Schemes
"Levin, A.",Approximation
"Levin, A.",Quasi-Interpolation
"Levin, A.",Catmull-Clark
"SchrÃƒÂ¶der, P.",Animation
"SchrÃƒÂ¶der, P.",CAD
"SchrÃƒÂ¶der, P.",Curves & Surfaces
"SchrÃƒÂ¶der, P.",Geometric Modeling
"SchrÃƒÂ¶der, P.",Digital Geometry Processing
"SchrÃƒÂ¶der, P.",Subdivision Schemes
"SchrÃƒÂ¶der, P.",Approximation
"SchrÃƒÂ¶der, P.",Quasi-Interpolation
"SchrÃƒÂ¶der, P.",Catmull-Clark
"Welsh, T.",Animation
"Welsh, T.",CAD
"Welsh, T.",Curves & Surfaces
"Welsh, T.",Geometric Modeling
"Welsh, T.",Digital Geometry Processing
"Welsh, T.",Subdivision Schemes
"Welsh, T.",Approximation
"Welsh, T.",Quasi-Interpolation
"Welsh, T.",Catmull-Clark
"Mueller, K.",Animation
"Mueller, K.",CAD
"Mueller, K.",Curves & Surfaces
"Mueller, K.",Geometric Modeling
"Mueller, K.",Digital Geometry Processing
"Mueller, K.",Subdivision Schemes
"Mueller, K.",Approximation
"Mueller, K.",Quasi-Interpolation
"Mueller, K.",Catmull-Clark
Wei Zhu,Animation
Wei Zhu,CAD
Wei Zhu,Curves & Surfaces
Wei Zhu,Geometric Modeling
Wei Zhu,Digital Geometry Processing
Wei Zhu,Subdivision Schemes
Wei Zhu,Approximation
Wei Zhu,Quasi-Interpolation
Wei Zhu,Catmull-Clark
"Volkow, N.",Animation
"Volkow, N.",CAD
"Volkow, N.",Curves & Surfaces
"Volkow, N.",Geometric Modeling
"Volkow, N.",Digital Geometry Processing
"Volkow, N.",Subdivision Schemes
"Volkow, N.",Approximation
"Volkow, N.",Quasi-Interpolation
"Volkow, N.",Catmull-Clark
"Meade, J.",Animation
"Meade, J.",CAD
"Meade, J.",Curves & Surfaces
"Meade, J.",Geometric Modeling
"Meade, J.",Digital Geometry Processing
"Meade, J.",Subdivision Schemes
"Meade, J.",Approximation
"Meade, J.",Quasi-Interpolation
"Meade, J.",Catmull-Clark
"Weiler, M.",Animation
"Weiler, M.",CAD
"Weiler, M.",Curves & Surfaces
"Weiler, M.",Geometric Modeling
"Weiler, M.",Digital Geometry Processing
"Weiler, M.",Subdivision Schemes
"Weiler, M.",Approximation
"Weiler, M.",Quasi-Interpolation
"Weiler, M.",Catmull-Clark
"Ertl, T.",Animation
"Ertl, T.",CAD
"Ertl, T.",Curves & Surfaces
"Ertl, T.",Geometric Modeling
"Ertl, T.",Digital Geometry Processing
"Ertl, T.",Subdivision Schemes
"Ertl, T.",Approximation
"Ertl, T.",Quasi-Interpolation
"Ertl, T.",Catmull-Clark
"Cohen, J.D.",rendering
"Cohen, J.D.",simplification
"Cohen, J.D.",multi-resolution
"Cohen, J.D.",trianlge
"Cohen, J.D.",points
"Cohen, J.D.",hybrid
"Aliaga, D.",rendering
"Aliaga, D.",simplification
"Aliaga, D.",multi-resolution
"Aliaga, D.",trianlge
"Aliaga, D.",points
"Aliaga, D.",hybrid
Weiqiang Zhang,rendering
Weiqiang Zhang,simplification
Weiqiang Zhang,multi-resolution
Weiqiang Zhang,trianlge
Weiqiang Zhang,points
Weiqiang Zhang,hybrid
"El-Sana, J.",rendering
"El-Sana, J.",simplification
"El-Sana, J.",multi-resolution
"El-Sana, J.",trianlge
"El-Sana, J.",points
"El-Sana, J.",hybrid
"Sokolovsky, N.",rendering
"Sokolovsky, N.",simplification
"Sokolovsky, N.",multi-resolution
"Sokolovsky, N.",trianlge
"Sokolovsky, N.",points
"Sokolovsky, N.",hybrid
"Silva, C.T.",rendering
"Silva, C.T.",simplification
"Silva, C.T.",multi-resolution
"Silva, C.T.",trianlge
"Silva, C.T.",points
"Silva, C.T.",hybrid
"Kniss, J.",volume visualization
"Kniss, J.",direct volume rendering
"Kniss, J.",multi-dimensional transfer functions
"Kniss, J.",direct manipulation widgets
"Kniss, J.",graphics hardware
"Kindlmann, G.",volume visualization
"Kindlmann, G.",direct volume rendering
"Kindlmann, G.",multi-dimensional transfer functions
"Kindlmann, G.",direct manipulation widgets
"Kindlmann, G.",graphics hardware
"Hansen, C.",volume visualization
"Hansen, C.",direct volume rendering
"Hansen, C.",multi-dimensional transfer functions
"Hansen, C.",direct manipulation widgets
"Hansen, C.",graphics hardware
"Jobard, B.",volume visualization
"Jobard, B.",direct volume rendering
"Jobard, B.",multi-dimensional transfer functions
"Jobard, B.",direct manipulation widgets
"Jobard, B.",graphics hardware
"Erlebacher, G.",volume visualization
"Erlebacher, G.",direct volume rendering
"Erlebacher, G.",multi-dimensional transfer functions
"Erlebacher, G.",direct manipulation widgets
"Erlebacher, G.",graphics hardware
"Hussaini, M.Y.",volume visualization
"Hussaini, M.Y.",direct volume rendering
"Hussaini, M.Y.",multi-dimensional transfer functions
"Hussaini, M.Y.",direct manipulation widgets
"Hussaini, M.Y.",graphics hardware
"Hubeli, A.",Surface Representations
"Hubeli, A.",Geometric Modeling
"Hubeli, A.",Triangle Decimation
"Hubeli, A.",Multiresolution Models
"Hubeli, A.",Feature Extraction
"Gross, M.",Surface Representations
"Gross, M.",Geometric Modeling
"Gross, M.",Triangle Decimation
"Gross, M.",Multiresolution Models
"Gross, M.",Feature Extraction
"Vilanova Bartroli, A.V.",Volume Rendering
"Vilanova Bartroli, A.V.",Virtual Endoscopy
"Wegenkittl, R.",Volume Rendering
"Wegenkittl, R.",Virtual Endoscopy
"Konig, A.",Volume Rendering
"Konig, A.",Virtual Endoscopy
"Groller, E.",Volume Rendering
"Groller, E.",Virtual Endoscopy
Lexing Ying,Subdivision surfaces
Lexing Ying,Nonmanifold surfaces
Lexing Ying,Geometric modeling
"Zorin, D.",Subdivision surfaces
"Zorin, D.",Nonmanifold surfaces
"Zorin, D.",Geometric modeling
"Grinspun, E.",Subdivision Surfaces
"Grinspun, E.",Multiresolution Surfaces
"Grinspun, E.",Self-interference
"Grinspun, E.",Gauss map
"Grinspun, E.",Loop's Scheme
"Schroder, P.",Subdivision Surfaces
"Schroder, P.",Multiresolution Surfaces
"Schroder, P.",Self-interference
"Schroder, P.",Gauss map
"Schroder, P.",Loop's Scheme
"Theussl, T.",volume data
"Theussl, T.",Cartesiangrid
"Theussl, T.",close packing
"Theussl, T.",hexagonal sampling
"Theussl, T.",body centered cubic
"MÃƒÂ¶ller, T.",volume data
"MÃƒÂ¶ller, T.",Cartesiangrid
"MÃƒÂ¶ller, T.",close packing
"MÃƒÂ¶ller, T.",hexagonal sampling
"MÃƒÂ¶ller, T.",body centered cubic
"Groller, E.",volume data
"Groller, E.",Cartesiangrid
"Groller, E.",close packing
"Groller, E.",hexagonal sampling
"Groller, E.",body centered cubic
"Gubin, A.",network visualization
"Gubin, A.",active network measurement
"Gubin, A.",real-time television monitoring system
"Yurcik, W.",network visualization
"Yurcik, W.",active network measurement
"Yurcik, W.",real-time television monitoring system
"Brumbaugh, L.",network visualization
"Brumbaugh, L.",active network measurement
"Brumbaugh, L.",real-time television monitoring system
Ruigang Yang,large-format projection display
Ruigang Yang,camera-based registration and calibration
"Gotz, D.",large-format projection display
"Gotz, D.",camera-based registration and calibration
"Hensley, J.",large-format projection display
"Hensley, J.",camera-based registration and calibration
"Towles, H.",large-format projection display
"Towles, H.",camera-based registration and calibration
"Brown, M.S.",large-format projection display
"Brown, M.S.",camera-based registration and calibration
"Alexa, M.",surface representation and reconstruction
"Alexa, M.",moving least squares
"Alexa, M.",point sample rendering
"Alexa, M.",3D acquisition
"Behr, J.",surface representation and reconstruction
"Behr, J.",moving least squares
"Behr, J.",point sample rendering
"Behr, J.",3D acquisition
"Cohen-Or, D.",surface representation and reconstruction
"Cohen-Or, D.",moving least squares
"Cohen-Or, D.",point sample rendering
"Cohen-Or, D.",3D acquisition
"Fleishman, S.",surface representation and reconstruction
"Fleishman, S.",moving least squares
"Fleishman, S.",point sample rendering
"Fleishman, S.",3D acquisition
"Levin, D.",surface representation and reconstruction
"Levin, D.",moving least squares
"Levin, D.",point sample rendering
"Levin, D.",3D acquisition
"Silva, C.T.",surface representation and reconstruction
"Silva, C.T.",moving least squares
"Silva, C.T.",point sample rendering
"Silva, C.T.",3D acquisition
"Chen, B.",Rendering system
"Chen, B.",Spatial data structures
"Chen, B.",Level of detail algorithms
"Chen, B.",hybrid rendering systems
"Nguyen, M.X.",Rendering system
"Nguyen, M.X.",Spatial data structures
"Nguyen, M.X.",Level of detail algorithms
"Nguyen, M.X.",hybrid rendering systems
"Laidlaw, D.H.",Scientific Visualization
"Laidlaw, D.H.",User Study
"Laidlaw, D.H.",Line-integral Convolution
"Laidlaw, D.H.",Two-dimensional Vector Fields
"Laidlaw, D.H.",Streamlines
"Laidlaw, D.H.",Iconic Textures
"Laidlaw, D.H.",Image-guided Streamlines
"Laidlaw, D.H.",Jittered Grid Icons
"Laidlaw, D.H.",Critical Point
"Laidlaw, D.H.",Advection
"Laidlaw, D.H.",Fluid Dynamics
"Laidlaw, D.H.",Fluid Flow
"Kirby, R.M.",Scientific Visualization
"Kirby, R.M.",User Study
"Kirby, R.M.",Line-integral Convolution
"Kirby, R.M.",Two-dimensional Vector Fields
"Kirby, R.M.",Streamlines
"Kirby, R.M.",Iconic Textures
"Kirby, R.M.",Image-guided Streamlines
"Kirby, R.M.",Jittered Grid Icons
"Kirby, R.M.",Critical Point
"Kirby, R.M.",Advection
"Kirby, R.M.",Fluid Dynamics
"Kirby, R.M.",Fluid Flow
"Davidson, J.S.",Scientific Visualization
"Davidson, J.S.",User Study
"Davidson, J.S.",Line-integral Convolution
"Davidson, J.S.",Two-dimensional Vector Fields
"Davidson, J.S.",Streamlines
"Davidson, J.S.",Iconic Textures
"Davidson, J.S.",Image-guided Streamlines
"Davidson, J.S.",Jittered Grid Icons
"Davidson, J.S.",Critical Point
"Davidson, J.S.",Advection
"Davidson, J.S.",Fluid Dynamics
"Davidson, J.S.",Fluid Flow
"Miller, T.S.",Scientific Visualization
"Miller, T.S.",User Study
"Miller, T.S.",Line-integral Convolution
"Miller, T.S.",Two-dimensional Vector Fields
"Miller, T.S.",Streamlines
"Miller, T.S.",Iconic Textures
"Miller, T.S.",Image-guided Streamlines
"Miller, T.S.",Jittered Grid Icons
"Miller, T.S.",Critical Point
"Miller, T.S.",Advection
"Miller, T.S.",Fluid Dynamics
"Miller, T.S.",Fluid Flow
"da Silva, M.",Scientific Visualization
"da Silva, M.",User Study
"da Silva, M.",Line-integral Convolution
"da Silva, M.",Two-dimensional Vector Fields
"da Silva, M.",Streamlines
"da Silva, M.",Iconic Textures
"da Silva, M.",Image-guided Streamlines
"da Silva, M.",Jittered Grid Icons
"da Silva, M.",Critical Point
"da Silva, M.",Advection
"da Silva, M.",Fluid Dynamics
"da Silva, M.",Fluid Flow
"Warren, W.H.",Scientific Visualization
"Warren, W.H.",User Study
"Warren, W.H.",Line-integral Convolution
"Warren, W.H.",Two-dimensional Vector Fields
"Warren, W.H.",Streamlines
"Warren, W.H.",Iconic Textures
"Warren, W.H.",Image-guided Streamlines
"Warren, W.H.",Jittered Grid Icons
"Warren, W.H.",Critical Point
"Warren, W.H.",Advection
"Warren, W.H.",Fluid Dynamics
"Warren, W.H.",Fluid Flow
"Tarr, M.",Scientific Visualization
"Tarr, M.",User Study
"Tarr, M.",Line-integral Convolution
"Tarr, M.",Two-dimensional Vector Fields
"Tarr, M.",Streamlines
"Tarr, M.",Iconic Textures
"Tarr, M.",Image-guided Streamlines
"Tarr, M.",Jittered Grid Icons
"Tarr, M.",Critical Point
"Tarr, M.",Advection
"Tarr, M.",Fluid Dynamics
"Tarr, M.",Fluid Flow
"Guthe, S.",Time critical Visualization
"Guthe, S.",Compression for Visualization
"Guthe, S.",Volume Rendering
"Strasser, W.",Time critical Visualization
"Strasser, W.",Compression for Visualization
"Strasser, W.",Volume Rendering
"Mroz, L.",interactive volume visualization
"Mroz, L.",Internet-based visualization
"Mroz, L.",Java
"Hauser, H.",interactive volume visualization
"Hauser, H.",Internet-based visualization
"Hauser, H.",Java
"Tenginakai, S.",Iso-values
"Tenginakai, S.",Transfer Functions
"Tenginakai, S.",Surface Extraction
"Tenginakai, S.",Direct Volume Rendering
Jinho Lee,Iso-values
Jinho Lee,Transfer Functions
Jinho Lee,Surface Extraction
Jinho Lee,Direct Volume Rendering
"Machiraju, R.",Iso-values
"Machiraju, R.",Transfer Functions
"Machiraju, R.",Surface Extraction
"Machiraju, R.",Direct Volume Rendering
"Museth, K.",Iso-values
"Museth, K.",Transfer Functions
"Museth, K.",Surface Extraction
"Museth, K.",Direct Volume Rendering
"Barr, A.",Iso-values
"Barr, A.",Transfer Functions
"Barr, A.",Surface Extraction
"Barr, A.",Direct Volume Rendering
"Lo, M.W.",Iso-values
"Lo, M.W.",Transfer Functions
"Lo, M.W.",Surface Extraction
"Lo, M.W.",Direct Volume Rendering
"Carr, H.",Iso-values
"Carr, H.",Transfer Functions
"Carr, H.",Surface Extraction
"Carr, H.",Direct Volume Rendering
"Moller, T.",Iso-values
"Moller, T.",Transfer Functions
"Moller, T.",Surface Extraction
"Moller, T.",Direct Volume Rendering
"Snoeyink, J.",Iso-values
"Snoeyink, J.",Transfer Functions
"Snoeyink, J.",Surface Extraction
"Snoeyink, J.",Direct Volume Rendering
"Haber, J.",scattered data approximation
"Haber, J.",least squares approximation
"Haber, J.",terrain visualization
"Haber, J.",data compression
"Zeilfelder, F.",scattered data approximation
"Zeilfelder, F.",least squares approximation
"Zeilfelder, F.",terrain visualization
"Zeilfelder, F.",data compression
"Davydov, O.",scattered data approximation
"Davydov, O.",least squares approximation
"Davydov, O.",terrain visualization
"Davydov, O.",data compression
"Seidel, H.-P.",scattered data approximation
"Seidel, H.-P.",least squares approximation
"Seidel, H.-P.",terrain visualization
"Seidel, H.-P.",data compression
"Montgomery, K.",surgical simulation
"Montgomery, K.",hysteroscopy
"Montgomery, K.",haptics
"Heinrichs, L.R.",surgical simulation
"Heinrichs, L.R.",hysteroscopy
"Heinrichs, L.R.",haptics
"Bruyns, C.",surgical simulation
"Bruyns, C.",hysteroscopy
"Bruyns, C.",haptics
"Wildermuth, S.",surgical simulation
"Wildermuth, S.",hysteroscopy
"Wildermuth, S.",haptics
"Hasser, C.",surgical simulation
"Hasser, C.",hysteroscopy
"Hasser, C.",haptics
"Ozenne, S.",surgical simulation
"Ozenne, S.",hysteroscopy
"Ozenne, S.",haptics
"Bailey, D.",surgical simulation
"Bailey, D.",hysteroscopy
"Bailey, D.",haptics
"Lum, E.B.",Compression
"Lum, E.B.",high performance computing
"Lum, E.B.",out-of-core processing
"Lum, E.B.",PC
"Lum, E.B.",scientific visualization
"Lum, E.B.",texture hardware
"Lum, E.B.",time-varying data
"Lum, E.B.",transform encoding
"Lum, E.B.",volume rendering
Kwan-Liu Ma,Compression
Kwan-Liu Ma,high performance computing
Kwan-Liu Ma,out-of-core processing
Kwan-Liu Ma,PC
Kwan-Liu Ma,scientific visualization
Kwan-Liu Ma,texture hardware
Kwan-Liu Ma,time-varying data
Kwan-Liu Ma,transform encoding
Kwan-Liu Ma,volume rendering
"Clyne, J.",Compression
"Clyne, J.",high performance computing
"Clyne, J.",out-of-core processing
"Clyne, J.",PC
"Clyne, J.",scientific visualization
"Clyne, J.",texture hardware
"Clyne, J.",time-varying data
"Clyne, J.",transform encoding
"Clyne, J.",volume rendering
"Rogowitz, B.",Perceptual color scales
"Rogowitz, B.",visual artifacts in visualization
"Rogowitz, B.",Internet color
"Rogowitz, B.",human color vision
"Kalvin, A.D.",Perceptual color scales
"Kalvin, A.D.",visual artifacts in visualization
"Kalvin, A.D.",Internet color
"Kalvin, A.D.",human color vision
"Ziegeler, S.",virtual environments
"Ziegeler, S.",virtual reality
"Ziegeler, S.",immersion
"Ziegeler, S.",visualization
"Ziegeler, S.",meteorology
"Moorhead, R.J.",virtual environments
"Moorhead, R.J.",virtual reality
"Moorhead, R.J.",immersion
"Moorhead, R.J.",visualization
"Moorhead, R.J.",meteorology
"Croft, P.J.",virtual environments
"Croft, P.J.",virtual reality
"Croft, P.J.",immersion
"Croft, P.J.",visualization
"Croft, P.J.",meteorology
Duanjun Lu,virtual environments
Duanjun Lu,virtual reality
Duanjun Lu,immersion
Duanjun Lu,visualization
Duanjun Lu,meteorology
"Schulze, R.P.",Volume Rendering
"Schulze, R.P.",Perspective Shear-Warp
"Schulze, R.P.",Virtual Environments
"Niemeier, R.",Volume Rendering
"Niemeier, R.",Perspective Shear-Warp
"Niemeier, R.",Virtual Environments
"Lang, U.",Volume Rendering
"Lang, U.",Perspective Shear-Warp
"Lang, U.",Virtual Environments
"Burkle, D.",flow visualization
"Burkle, D.",multiscale image processing
"Burkle, D.",non-linear diffusion
"Burkle, D.",transport diffusion
"Burkle, D.",upwind method
"Preusser, T.",flow visualization
"Preusser, T.",multiscale image processing
"Preusser, T.",non-linear diffusion
"Preusser, T.",transport diffusion
"Preusser, T.",upwind method
"Rumpf, M.",flow visualization
"Rumpf, M.",multiscale image processing
"Rumpf, M.",non-linear diffusion
"Rumpf, M.",transport diffusion
"Rumpf, M.",upwind method
"Dey, T.K.",Computational Geometry
"Dey, T.K.",Surface Reconstruction
"Dey, T.K.",Geometric Modeling
"Dey, T.K.",Mesh Generation
"Dey, T.K.",Polygonal Mesh Reduction
"Dey, T.K.",Polygonal Modeling
"Dey, T.K.",Shape Recognition
"Giesen, J.",Computational Geometry
"Giesen, J.",Surface Reconstruction
"Giesen, J.",Geometric Modeling
"Giesen, J.",Mesh Generation
"Giesen, J.",Polygonal Mesh Reduction
"Giesen, J.",Polygonal Modeling
"Giesen, J.",Shape Recognition
"Goswami, S.",Computational Geometry
"Goswami, S.",Surface Reconstruction
"Goswami, S.",Geometric Modeling
"Goswami, S.",Mesh Generation
"Goswami, S.",Polygonal Mesh Reduction
"Goswami, S.",Polygonal Modeling
"Goswami, S.",Shape Recognition
"Hudson, J.",Computational Geometry
"Hudson, J.",Surface Reconstruction
"Hudson, J.",Geometric Modeling
"Hudson, J.",Mesh Generation
"Hudson, J.",Polygonal Mesh Reduction
"Hudson, J.",Polygonal Modeling
"Hudson, J.",Shape Recognition
"Wenger, R.",Computational Geometry
"Wenger, R.",Surface Reconstruction
"Wenger, R.",Geometric Modeling
"Wenger, R.",Mesh Generation
"Wenger, R.",Polygonal Mesh Reduction
"Wenger, R.",Polygonal Modeling
"Wenger, R.",Shape Recognition
Wulue Zhao,Computational Geometry
Wulue Zhao,Surface Reconstruction
Wulue Zhao,Geometric Modeling
Wulue Zhao,Mesh Generation
Wulue Zhao,Polygonal Mesh Reduction
Wulue Zhao,Polygonal Modeling
Wulue Zhao,Shape Recognition
"Otaduy, M.A.",Computational Geometry
"Otaduy, M.A.",Surface Reconstruction
"Otaduy, M.A.",Geometric Modeling
"Otaduy, M.A.",Mesh Generation
"Otaduy, M.A.",Polygonal Mesh Reduction
"Otaduy, M.A.",Polygonal Modeling
"Otaduy, M.A.",Shape Recognition
"Lin, M.C.",Computational Geometry
"Lin, M.C.",Surface Reconstruction
"Lin, M.C.",Geometric Modeling
"Lin, M.C.",Mesh Generation
"Lin, M.C.",Polygonal Mesh Reduction
"Lin, M.C.",Polygonal Modeling
"Lin, M.C.",Shape Recognition
"Fattal, R.",3D ultrasound
"Fattal, R.",classification
"Fattal, R.",isosurface extraction
"Fattal, R.",opacity function
"Fattal, R.",splatting
"Fattal, R.",the variational principle
